Copyright 1986-2022 Xilinx, Inc. All Rights Reserved.
----------------------------------------------------------------------------------------------------------------------------------------------------------
| Tool Version : Vivado v.2022.2 (lin64) Build 3671981 Fri Oct 14 04:59:54 MDT 2022
| Date         : Sun Jan 14 17:11:50 2024
| Host         : inf139-desktop running 64-bit Ubuntu 22.04.3 LTS
| Command      : report_utilization -hierarchical -hierarchical_depth 8 -hierarchical_percentages -file hdl_16_1_1_2/utilization_hier_perc.post_synth.txt
| Design       : fullSysGen
| Device       : xcu280-fsvh2892-2L-e
| Speed File   : -2L
| Design State : Synthesized
----------------------------------------------------------------------------------------------------------------------------------------------------------

Utilization Design Information

Table of Contents
-----------------
1. Utilization by Hierarchy

1. Utilization by Hierarchy
---------------------------

+--------------------------------------+----------------------------+--------------+--------------+-------------+----------+--------------+------------+-----------+----------+------------+
|               Instance               |           Module           |  Total LUTs  |  Logic LUTs  |   LUTRAMs   |   SRLs   |      FFs     |   RAMB36   |   RAMB18  |   URAM   | DSP Blocks |
|         ctrlunits_14                 |   stealNetworkCtrlUnit_117 |     0(0.00%) |     0(0.00%) |    0(0.00%) | 0(0.00%) |     1(0.01%) |   0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|         ctrlunits_15                 |   stealNetworkCtrlUnit_118 |     0(0.00%) |     0(0.00%) |    0(0.00%) | 0(0.00%) |     1(0.01%) |   0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|         ctrlunits_16                 |   stealNetworkCtrlUnit_119 |     0(0.00%) |     0(0.00%) |    0(0.00%) | 0(0.00%) |     1(0.01%) |   0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|         ctrlunits_17                 |   stealNetworkCtrlUnit_120 |     0(0.00%) |     0(0.00%) |    0(0.00%) | 0(0.00%) |     1(0.01%) |   0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|         ctrlunits_18                 |   stealNetworkCtrlUnit_121 |     0(0.00%) |     0(0.00%) |    0(0.00%) | 0(0.00%) |     1(0.01%) |   0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|         ctrlunits_2                  |   stealNetworkCtrlUnit_122 |     0(0.00%) |     0(0.00%) |    0(0.00%) | 0(0.00%) |     1(0.01%) |   0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|         ctrlunits_3                  |   stealNetworkCtrlUnit_123 |     0(0.00%) |     0(0.00%) |    0(0.00%) | 0(0.00%) |     1(0.01%) |   0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|         ctrlunits_4                  |   stealNetworkCtrlUnit_124 |     0(0.00%) |     0(0.00%) |    0(0.00%) | 0(0.00%) |     1(0.01%) |   0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|         ctrlunits_5                  |   stealNetworkCtrlUnit_125 |     0(0.00%) |     0(0.00%) |    0(0.00%) | 0(0.00%) |     1(0.01%) |   0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|         ctrlunits_6                  |   stealNetworkCtrlUnit_126 |     0(0.00%) |     0(0.00%) |    0(0.00%) | 0(0.00%) |     1(0.01%) |   0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|         ctrlunits_7                  |   stealNetworkCtrlUnit_127 |     0(0.00%) |     0(0.00%) |    0(0.00%) | 0(0.00%) |     1(0.01%) |   0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|         ctrlunits_8                  |   stealNetworkCtrlUnit_128 |     0(0.00%) |     0(0.00%) |    0(0.00%) | 0(0.00%) |     1(0.01%) |   0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|         ctrlunits_9                  |   stealNetworkCtrlUnit_129 |     0(0.00%) |     0(0.00%) |    0(0.00%) | 0(0.00%) |     1(0.01%) |   0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|         dataUnits_0                  |       stealNetworkDataUnit |    64(0.01%) |    64(0.01%) |    0(0.00%) | 0(0.00%) |   258(0.01%) |   0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
